index,avg_acc,avg_vacc,max_acc,max_vacc
0,0.0,0.0,0.0,0.0
1,0.9818181812763214,0.6681818068027496,1.0,0.7727272510528564
2,0.9933333218097686,0.7311111271381379,1.0,0.7777777910232544
